name;chrom;strand;txStart;txEnd;exonCount;name2;Length;Name3
NR_033191;chr10;+;133747959;133770053;8;PPP2R2D;22094;PPP2R2D
NM_001190447;chr3;+;135684514;135866752;13;PPP2R3A;182238;PPP2R3A
NM_013239;chrX;-;294667;347690;13;PPP2R3B;53023;PPP2R3B
NM_017917;chr14;-;35554677;35591519;13;PPP2R3C;36842;PPP2R3C
NM_021131;chr9;+;131873227;131911225;11;PPP2R4;37998;PPP2R4
NM_006243;chr1;+;212458878;212535205;13;PPP2R5A;76327;PPP2R5A
NM_006244;chr11;+;64692142;64701950;14;PPP2R5B;9808;PPP2R5B
NM_001161726;chr14;+;102228134;102394328;15;PPP2R5C;166194;PPP2R5C
NM_001270476;chr6;+;42952236;42980083;16;PPP2R5D;27847;PPP2R5D
NM_006246;chr14;-;63840609;64010079;14;PPP2R5E;169470;PPP2R5E
NM_001130692;chr4;-;101944586;102268628;12;PPP3CA;324042;PPP3CA
NM_001142354;chr10;-;75196185;75255782;13;PPP3CB;59597;PPP3CB
NM_001243975;chr8;+;22298482;22398657;13;PPP3CC;100175;PPP3CC
NM_000945;chr2;-;68405988;68479651;6;PPP3R1;73663;PPP3R1
NM_147180;chr9;-;104353896;104357283;1;PPP3R2;3387;PPP3R2
NM_002720;chr16;+;30087383;30096695;9;PPP4C;9312;PPP4C
NM_005134;chr18;-;9546788;9614605;20;PPP4R1;67817;PPP4R1
NR_003505;chr20;-;56807832;56884495;17;PPP4R1L;76663;PPP4R1L
NM_174907;chr3;+;73046118;73115011;9;PPP4R2;68893;PPP4R2
NM_058237;chr14;+;94640648;94746072;25;PPP4R4;105424;PPP4R4
NM_006247;chr19;+;46850250;46894232;13;PPP5C;43982;PPP5C
NM_001205281;chr19;-;46984044;47104457;4;PPP5D1;120413;PPP5D1
NM_001123369;chr9;-;127908851;127952218;6;PPP6C;43367;PPP6C
NM_014931;chr19;-;55741146;55770038;24;PPP6R1;28892;PPP6R1
NM_014678;chr22;+;50781745;50883518;23;PPP6R2;101773;PPP6R2
NM_018312;chr11;+;68228185;68382801;23;PPP6R3;154616;PPP6R3
NM_015062;chr10;+;103892750;103910090;14;PPRC1;17340;PPRC1
NM_001142604;chr1;-;40538381;40563142;6;PPT1;24761;PPT1
NM_138717;chr6_cox_hap2;+;3591896;3602139;9;PPT2;10243;PPT2
NR_037861;chr6_cox_hap2;+;3592443;3606743;16;PPT2-EGFL8;14300;PPT2-EGFL8
NM_139283;chr12;-;110972236;111021064;6;PPTC7;48828;PPTC7
NM_015342;chr5;+;64859062;64883376;11;PPWD1;24314;PPWD1
NM_002722;chr17;-;42018171;42019833;4;PPY;1662;PPY
NR_002181;chr17;+;26574469;26575315;2;PPY2;846;PPY2
NM_001167989;chrX;+;48755194;48760422;7;PQBP1;5228;PQBP1
NM_025078;chr18;-;77662419;77711653;6;PQLC1;49234;PQLC1
NR_109848;chr1;+;19638739;19658922;10;PQLC2;20183;PQLC2
NR_104231;chr2;+;11295497;11318998;8;PQLC3;23501;PQLC3
NM_032391;chr17;-;46799081;46799882;2;PRAC1;801;PRAC1
NM_001282275;chr17;+;46800529;46802120;2;PRAC2;1591;PRAC2
NM_032319;chr2;-;73455133;73460356;5;PRADC1;5223;PRADC1
NM_007213;chrX;-;48928812;48931704;3;PRAF2;2892;PRAF2
NM_032152;chr19;-;8554939;8567538;10;PRAM1;12599;PRAM1
NM_206953;chr22;-;22890122;22901696;5;PRAME;11574;PRAME
NM_023013;chr1;+;12851545;12856777;4;PRAMEF1;5232;PRAMEF1
NM_001039361;chr1;-;12952726;12958094;4;PRAMEF10;5368;PRAMEF10
NM_001146344;chr1;-;12884467;12891264;4;PRAMEF11;6797;PRAMEF11
NM_001080830;chr1;+;12834990;12838048;3;PRAMEF12;3058;PRAMEF12
NM_001024661;chr1;-;13447413;13452656;4;PRAMEF13;5243;PRAMEF13
NM_001098376;chr1;+;13421175;13428190;4;PRAMEF15;7015;PRAMEF15
NM_001045480;chr1;+;13495253;13498259;3;PRAMEF16;3006;PRAMEF16
NM_001099851;chr1;+;13716091;13719089;3;PRAMEF17;2998;PRAMEF17
NM_001099850;chr1;-;13474052;13477569;3;PRAMEF18;3517;PRAMEF18
NM_001099790;chr1;-;13474052;13477569;3;PRAMEF19;3517;PRAMEF19
NM_023014;chr1;+;12916940;12921764;4;PRAMEF2;4824;PRAMEF2
NM_001099852;chr1;+;13736906;13747803;4;PRAMEF20;10897;PRAMEF20
NM_001100114;chr1;+;13742801;13747803;3;PRAMEF21;5002;PRAMEF21
NM_001100631;chr1;+;13035542;13038381;3;PRAMEF22;2839;PRAMEF22
NM_001282323;chr1;-;13108837;13112680;3;PRAMEF23;3843;PRAMEF23
NM_001013692;chr1;-;13328195;13331692;3;PRAMEF3;3497;PRAMEF3
NM_001009611;chr1;-;12939032;12946025;4;PRAMEF4;6993;PRAMEF4
NM_001013407;chr1;+;13359818;13369057;4;PRAMEF5;9239;PRAMEF5
NM_001010889;chr1;-;12998301;13007406;4;PRAMEF6;9105;PRAMEF6
NM_001012277;chr1;+;12976466;12980300;4;PRAMEF7;3834;PRAMEF7
NM_001012276;chr1;+;12976466;12980300;4;PRAMEF8;3834;PRAMEF8
NM_001010890;chr1;+;13421175;13428191;4;PRAMEF9;7016;PRAMEF9
NM_001145201;chr10;+;135160843;135166187;5;PRAP1;5344;PRAP1
NM_199354;chr12;-;11504756;11508524;5;PRB1;3768;PRB1
NM_006248;chr12;-;11544473;11548498;4;PRB2;4025;PRB2
NM_006249;chr12;-;11418856;11422641;5;PRB3;3785;PRB3
NM_002723;chr12;-;11460014;11463369;4;PRB4;3355;PRB4
NM_001267580;chr15;-;91509267;91537881;13;PRC1;28614;PRC1
NR_051984;chr15;+;91509598;91531854;4;PRC1-AS1;22256;PRC1-AS1
NM_005973;chr1;+;156737273;156770609;7;PRCC;33336;PRCC
NR_033357;chr17;+;74523667;74541458;5;PRCD;17791;PRCD
NM_005040;chr11;-;82535408;82611557;9;PRCP;76149;PRCP
NM_001198;chr6;+;106534194;106557814;7;PRDM1;23620;PRDM1
NM_199437;chr11;-;129769600;129872730;21;PRDM10;103130;PRDM10
NR_046338;chr11;+;45115563;45246639;8;PRDM11;131076;PRDM11
NM_021619;chr9;+;133539980;133558384;5;PRDM12;18404;PRDM12
NM_021620;chr6;+;100054649;100063454;4;PRDM13;8805;PRDM13
NM_024504;chr8;-;70963885;70983562;8;PRDM14;19677;PRDM14
NR_104258;chr21;-;43218384;43299591;24;PRDM15;81207;PRDM15
NM_022114;chr1;+;2985741;3355185;17;PRDM16;369444;PRDM16
NM_001135610;chr1;+;14026734;14151574;8;PRDM2;124840;PRDM2
NM_012406;chr12;-;108126642;108154914;12;PRDM4;28272;PRDM4
NM_018699;chr4;-;121615928;121844013;16;PRDM5;228085;PRDM5
NM_001136239;chr5;+;122424840;122523745;8;PRDM6;98905;PRDM6
NM_001098173;chr16;-;90122973;90142338;10;PRDM7;19365;PRDM7
NM_020226;chr4;+;81106423;81125482;10;PRDM8;19059;PRDM8
NM_020227;chr5;+;23507723;23528706;11;PRDM9;20983;PRDM9
NM_001202431;chr1;-;45976706;45988562;6;PRDX1;11856;PRDX1
NM_005809;chr19;-;12907633;12912724;6;PRDX2;5091;PRDX2
NM_006793;chr10;-;120927214;120938377;7;PRDX3;11163;PRDX3
NM_006406;chrX;+;23685644;23704514;7;PRDX4;18870;PRDX4
NM_012094;chr11;+;64085559;64089295;6;PRDX5;3736;PRDX5
NM_004905;chr1;+;173446485;173457946;5;PRDX6;11461;PRDX6
NM_013388;chr2;-;27353624;27357542;9;PREB;3918;PREB
NM_001271828;chr5;+;176730762;176733960;5;PRELID1;3198;PRELID1
NM_182960;chr5;-;145135906;145214932;8;PRELID2;79026;PRELID2
NM_201348;chr1;+;203444882;203460479;3;PRELP;15597;PRELP
NM_002726;chr6;-;105725441;105850999;15;PREP;125558;PREP
NM_001171603;chr2;-;44544747;44589001;15;PREPL;44254;PREPL
NM_020820;chr20;-;47240792;47444420;40;PREX1;203628;PREX1
NM_024870;chr8;+;68864602;69143897;40;PREX2;279295;PREX2
NM_005041;chr10;-;72357103;72362531;3;PRF1;5428;PRF1
NR_026881;chr19;+;43853207;43853700;1;PRG1;493;PRG1
NM_002728;chr11;-;57154833;57158130;6;PRG2;3297;PRG2
NM_006093;chr11;-;57144241;57148623;6;PRG3;4382;PRG3
NM_001127709;chr1;+;186265404;186283688;11;PRG4;18284;PRG4
NM_006250;chr12;-;11033559;11036874;5;PRH1;3315;PRH1
NR_037918;chr12;-;10998447;11324224;11;PRH1-PRR4;325777;PRH1-PRR4
NM_005042;chr12;+;11081833;11087444;3;PRH2;5611;PRH2
NM_153026;chr12;-;42852139;42983572;8;PRICKLE1;131433;PRICKLE1
NM_198859;chr3;-;64079525;64211131;8;PRICKLE2;131606;PRICKLE2
NR_045697;chr3;+;64053639;64088807;3;PRICKLE2-AS1;35168;PRICKLE2-AS1
NR_046701;chr3;+;64089145;64092034;4;PRICKLE2-AS2;2889;PRICKLE2-AS2
NR_046702;chr3;+;64173219;64187236;4;PRICKLE2-AS3;14017;PRICKLE2-AS3
NM_006150;chrX;-;49031905;49042776;9;PRICKLE3;10871;PRICKLE3
NM_013397;chr6;+;41748499;41755110;8;PRICKLE4;6611;PRICKLE4
NM_000946;chr12;-;57125363;57146146;13;PRIM1;20783;PRIM1
NM_000947;chr6;+;57182414;57513376;15;PRIM2;330962;PRIM2
NM_178013;chr14;-;94184643;94254766;5;PRIMA1;70123;PRIMA1
NM_152683;chr4;+;185570766;185616112;14;PRIMPOL;45346;PRIMPOL
NM_006251;chr5;-;40759480;40798297;9;PRKAA1;38817;PRKAA1
NM_006252;chr1;+;57110989;57181008;9;PRKAA2;70019;PRKAA2
NM_006253;chr12;+;120105760;120119429;7;PRKAB1;13669;PRKAB1
NR_103871;chr1;-;146626684;146644168;7;PRKAB2;17484;PRKAB2
NM_002730;chr19;-;14202506;14228559;10;PRKACA;26053;PRKACA
NM_002731;chr1;+;84543744;84704181;10;PRKACB;160437;PRKACB
NM_002732;chr9;-;71627448;71629039;1;PRKACG;1591;PRKACG
NM_001206709;chr12;-;49396054;49412629;12;PRKAG1;16575;PRKAG1
NM_016203;chr7;-;151253200;151574316;16;PRKAG2;321116;PRKAG2
NR_038926;chr7;+;151574126;151576308;3;PRKAG2-AS1;2182;PRKAG2-AS1
NM_017431;chr2;-;219687105;219696512;14;PRKAG3;9407;PRKAG3
NM_001278433;chr17;+;66409763;66529570;11;PRKAR1A;119807;PRKAR1A
NM_001164759;chr7;-;588833;767313;11;PRKAR1B;178480;PRKAR1B
NM_004157;chr3;-;48788092;48885270;11;PRKAR2A;97178;PRKAR2A
NR_109997;chr3;+;48885369;48889415;3;PRKAR2A-AS1;4046;PRKAR2A-AS1
NM_002736;chr7;+;106685177;106802256;11;PRKAR2B;117079;PRKAR2B
NM_002737;chr17;+;64298925;64806862;17;PRKCA;507937;PRKCA
NM_212535;chr16;+;23847299;24231932;17;PRKCB;384633;PRKCB
NM_006254;chr3;+;53195222;53226733;19;PRKCD;31511;PRKCD
NM_145040;chr11;-;6340175;6341740;2;PRKCDBP;1565;PRKCDBP
NM_005400;chr2;+;45879042;46415129;15;PRKCE;536087;PRKCE
NM_002739;chr19;+;54385466;54410901;18;PRKCG;25435;PRKCG
NM_006255;chr14;+;61788514;62017698;14;PRKCH;229184;PRKCH
NM_002740;chr3;+;169940219;170023770;18;PRKCI;83551;PRKCI
NM_001242413;chr10;-;6469104;6622263;17;PRKCQ;153159;PRKCQ
NR_036502;chr10;+;6622386;6627323;3;PRKCQ-AS1;4937;PRKCQ-AS1
NM_001001329;chr19;+;11546077;11561782;18;PRKCSH;15705;PRKCSH
NM_002744;chr1;+;1981908;2116834;18;PRKCZ;134926;PRKCZ
NM_002742;chr14;-;30045686;30396899;18;PRKD1;351213;PRKD1
NM_001079880;chr19;-;47177572;47220384;19;PRKD2;42812;PRKD2
NM_005813;chr2;-;37477645;37544222;18;PRKD3;66577;PRKD3
NM_006904;chr8;-;48685668;48872743;86;PRKDC;187075;PRKDC
NM_001098512;chr10;+;52750910;54058110;18;PRKG1;1307200;PRKG1
NR_038277;chr10;-;54056607;54073888;6;PRKG1-AS1;17281;PRKG1-AS1
NM_006259;chr4;-;82008523;82136271;19;PRKG2;127748;PRKG2
NM_003690;chr2;-;179296140;179315958;8;PRKRA;19818;PRKRA
NM_024653;chr7;+;102036803;102067129;6;PRKRIP1;30326;PRKRIP1
NM_004705;chr11;-;76061003;76091880;5;PRKRIR;30877;PRKRIR
NM_005044;chrX;-;3522383;3631675;9;PRKX;109292;PRKX
NR_046643;chrX;+;3577527;3586231;3;PRKX-AS1;8704;PRKX-AS1
NR_073405;chr15;-;101087956;101099488;1;PRKXP1;11532;PRKXP1
NR_028062;chrY;+;7142012;7249588;8;PRKY;107576;PRKY
NM_001163558;chr6;-;22287472;22303082;6;PRL;15610;PRL
NM_015893;chr2;+;238475216;238475818;2;PRLH;602;PRLH
NM_004248;chr10;-;120352915;120355160;2;PRLHR;2245;PRLHR
NM_000949;chr5;-;35055801;35230823;10;PRLR;175022;PRLR
NM_002761;chr16;-;11374692;11375192;2;PRM1;500;PRM1
NM_001286359;chr16;-;11369492;11370337;2;PRM2;845;PRM2
NM_021247;chr16;-;11367143;11367452;1;PRM3;309;PRM3
NM_198318;chr19;+;50180408;50191707;10;PRMT1;11299;PRMT1
NM_001286676;chr21;+;48055506;48085036;8;PRMT2;29530;PRMT2
NM_005788;chr11;+;20409075;20530879;16;PRMT3;121804;PRMT3
NM_001039619;chr14;-;23389719;23398794;17;PRMT5;9075;PRMT5
NM_018137;chr1;+;107599266;107601916;1;PRMT6;2650;PRMT6
NM_001184824;chr16;+;68344876;68391169;17;PRMT7;46293;PRMT7
NM_001256536;chr12;+;3490514;3703138;10;PRMT8;212624;PRMT8
NM_138364;chr4;-;148559533;148605280;12;PRMT9;45747;PRMT9
NR_109833;chr8;+;128092118;128104840;1;PRNCR1;12722;PRNCR1
NM_012409;chr20;+;4702499;4709108;2;PRND;6609;PRND
NM_001080122;chr20;+;4666796;4682234;2;PRNP;15438;PRNP
NR_024269;chr20;-;4711927;4721314;2;PRNT;9387;PRNT
NM_001161546;chr5;-;138727634;138730885;1;PROB1;3251;PROB1
NM_000312;chr2;+;128175995;128186822;9;PROC;10827;PROC
NM_152465;chr17;-;27030533;27038872;4;PROCA1;8339;PROCA1
NM_006404;chr20;+;33759739;33765165;4;PROCR;5426;PROCR
NM_016335;chr22;-;18900286;18924066;15;PRODH;23780;PRODH
NM_021232;chr19;-;36290891;36304201;11;PRODH2;13310;PRODH2
NM_032414;chr1;+;110993787;110999976;3;PROK1;6189;PROK1
NM_021935;chr3;-;71820805;71834357;3;PROK2;13552;PROK2
NM_138964;chr2;+;68872953;68882708;2;PROKR1;9755;PROKR1
NM_144773;chr20;-;5282685;5295015;2;PROKR2;12330;PROKR2
NM_021225;chr4;+;71263598;71275914;3;PROL1;12316;PROL1
NM_001145848;chr4;-;15969848;16085623;27;PROM1;115775;PROM1
NM_001165977;chr2;+;95940200;95957055;24;PROM2;16855;PROM2
NM_006261;chr5;-;177419235;177423243;3;PROP1;4008;PROP1
NR_027258;chr2;+;55509454;55511607;1;PRORSD1P;2153;PRORSD1P
NM_000313;chr3;-;93591880;93692934;15;PROS1;101054;PROS1
NM_007198;chr8;+;37620100;37637286;8;PROSC;17186;PROSC
NM_025138;chr13;-;39584001;39612213;13;PROSER1;28212;PROSER1
NM_153256;chr10;+;11865396;11914276;4;PROSER2;48880;PROSER2
NR_038222;chr10;-;11891606;11936709;6;PROSER2-AS1;45103;PROSER2-AS1
NM_001270616;chr1;+;214161277;214214847;5;PROX1;53570;PROX1
NM_001080408;chr14;-;75319735;75330537;3;PROX2;10802;PROX2
NM_001256134;chr13;+;113812967;113826698;9;PROZ;13731;PROZ
NM_003675;chr10;+;13628938;13672868;10;PRPF18;43930;PRPF18
NM_014502;chr11;-;60658019;60674061;16;PRPF19;16042;PRPF19
NM_004698;chr1;+;150293927;150325704;16;PRPF3;31777;PRPF3
NM_015629;chr19;+;54618789;54635150;14;PRPF31;16361;PRPF31
NM_032864;chr1;+;52870218;52883992;10;PRPF38A;13774;PRPF38A
NM_018061;chr1;+;109234931;109244422;6;PRPF38B;9491;PRPF38B
NM_017922;chr14;+;45553301;45584804;14;PRPF39;31503;PRPF39
NM_001244926;chr9;+;116037913;116055185;14;PRPF4;17272;PRPF4
NM_017892;chr2;-;153508106;153573975;26;PRPF40A;65869;PRPF40A
NM_001031698;chr12;+;50017196;50038452;26;PRPF40B;21256;PRPF40B
NM_003913;chr6;+;4021568;4065217;15;PRPF4B;43649;PRPF4B
NM_012469;chr20;+;62612430;62664453;21;PRPF6;52023;PRPF6
NM_006445;chr17;-;1553922;1588176;43;PRPF8;34254;PRPF8
NM_006262;chr12;+;49688908;49692481;9;PRPH;3573;PRPH
NM_000322;chr6;-;42664332;42690358;3;PRPH2;26026;PRPH2
NM_002764;chrX;+;106871653;106894256;7;PRPS1;22603;PRPS1
NM_175886;chr7;-;18066399;18067486;1;PRPS1L1;1087;PRPS1L1
NM_001039091;chrX;+;12809473;12842346;7;PRPS2;32873;PRPS2
NM_002766;chr17;-;74306867;74350230;10;PRPSAP1;43363;PRPSAP1
NM_001243942;chr17;+;18759611;18834599;11;PRPSAP2;74988;PRPSAP2
NM_018304;chr17;+;57232859;57284070;10;PRR11;51211;PRR11
NM_020719;chr19;+;50094911;50129696;14;PRR12;34785;PRR12
NM_001005354;chr12;+;53835432;53840427;4;PRR13;4995;PRR13
NM_024031;chr16;+;30662240;30667734;12;PRR14;5494;PRR14
NM_173566;chr22;-;32077333;32146120;9;PRR14L;68787;PRR14L
NM_175887;chr7;+;29603426;29606911;2;PRR15;3485;PRR15
NM_024320;chr17;-;46029333;46035243;2;PRR15L;5910;PRR15L
NM_016644;chr5;+;119800018;120022964;3;PRR16;222946;PRR16
NM_175922;chr6;-;166719167;166721871;1;PRR18;2704;PRR18
NM_199285;chr19;+;42806283;42814973;3;PRR19;8690;PRR19
NM_198441;chr13;+;57715051;57718073;3;PRR20A;3022;PRR20A
NM_001130404;chr13;+;57715051;57718073;3;PRR20B;3022;PRR20B
NM_001130405;chr13;+;57715051;57718073;3;PRR20C;3022;PRR20C
NM_001130406;chr13;+;57715051;57718073;3;PRR20D;3022;PRR20D
NM_001130407;chr13;+;57715051;57718073;3;PRR20E;3022;PRR20E
NM_001080835;chr2;-;240981229;240982399;1;PRR21;1170;PRR21
NM_001134316;chr19;-;5782970;5784776;3;PRR22;1806;PRR22
NM_001134659;chr3;-;138722803;138725110;1;PRR23A;2307;PRR23A
NM_001013650;chr3;-;138737872;138739768;1;PRR23B;1896;PRR23B
NM_001134657;chr3;-;138760943;138763734;1;PRR23C;2791;PRR23C
NM_001282479;chr8;+;7397148;7399972;4;PRR23D1;2824;PRR23D1
NM_001282478;chr8;+;7397149;7399972;4;PRR23D2;2823;PRR23D2
NR_037675;chr19;+;47777658;47778980;2;PRR24;1322;PRR24
NM_001013638;chr16;+;855442;863861;3;PRR25;8419;PRR25
NR_027152;chr10;+;696016;711109;3;PRR26;15093;PRR26
NM_214711;chr4;+;71019903;71032326;5;PRR27;12423;PRR27
NM_001077497;chr6;+;30524485;30532473;3;PRR3;7988;PRR3
NM_001098538;chr12;-;10998447;11002075;4;PRR4;3628;PRR4
NM_001017529;chr22;+;45064426;45133561;8;PRR5;69135;PRR5
NM_181334;chr22;+;45098381;45258664;15;PRR5-ARHGAP8;160283;PRR5-ARHGAP8
NM_001160167;chr11;+;36317724;36486754;9;PRR5L;169030;PRR5L
NM_001174101;chr5;+;176873795;176883287;3;PRR7;9492;PRR7
NR_038916;chr5;-;176864889;176874945;3;PRR7-AS1;10056;PRR7-AS1
NM_001195571;chr1;+;153190059;153191793;2;PRR9;1734;PRR9
NM_130809;chr5;+;126853300;126890780;9;PRRC1;37480;PRRC1
NM_080686;chr6;+;31588449;31605554;31;PRRC2A;17105;PRRC2A
NM_013318;chr9;+;134305476;134375575;31;PRRC2B;70099;PRRC2B
NM_015172;chr1;+;171454665;171562650;34;PRRC2C;107985;PRRC2C
NM_000950;chrX;+;37208527;37316548;5;PRRG1;108021;PRRG1
NM_000951;chr19;+;50084586;50094265;7;PRRG2;9679;PRRG2
NM_024082;chrX;+;150863729;150870063;4;PRRG3;6334;PRRG3
NM_024081;chr11;+;32851480;32879669;6;PRRG4;28189;PRRG4
NM_030651;chr6;-;32116139;32119720;4;PRRT1;3581;PRRT1
NM_001256442;chr16;+;29823408;29827202;3;PRRT2;3794;PRRT2
NM_207351;chr3;-;9987225;9994078;4;PRRT3;6853;PRRT3
NR_046734;chr3;+;9989087;9996471;4;PRRT3-AS1;7384;PRRT3-AS1
NM_001114726;chr7;-;127990378;128001739;6;PRRT4;11361;PRRT4
NM_006902;chr1;+;170633312;170708541;5;PRRX1;75229;PRRX1
NM_016307;chr9;+;132427919;132484951;4;PRRX2;57032;PRRX2
NM_002769;chr7;+;142457318;142460927;5;PRSS1;3609;PRSS1
NM_003619;chr4;-;119201192;119273922;13;PRSS12;72730;PRSS12
NM_005865;chr6;+;27215501;27224399;12;PRSS16;8898;PRSS16
NM_002770;chr7;+;142479907;142481378;2;PRSS2;1471;PRSS2
NR_073012;chr16;+;2867163;2871723;6;PRSS21;4560;PRSS21
NM_022119;chr16;-;2902727;2908171;6;PRSS22;5444;PRSS22
NM_007173;chr11;+;86511490;86522273;2;PRSS23;10783;PRSS23
NM_031948;chr16;-;2762422;2770552;6;PRSS27;8130;PRSS27
NM_001197097;chr9;+;33750463;33799229;6;PRSS3;48766;PRSS3
NR_026864;chr16;-;2889573;2892752;2;PRSS30P;3179;PRSS30P
NM_152891;chr16;-;2833953;2836708;6;PRSS33;2755;PRSS33
NM_153362;chr6;+;84222193;84235421;2;PRSS35;13228;PRSS35
NM_173502;chr16;-;31150246;31161415;15;PRSS36;11169;PRSS36
NM_001171951;chr7;-;141536077;141541221;5;PRSS37;5144;PRSS37
NM_183062;chr1;+;228003417;228034171;5;PRSS38;30754;PRSS38
NR_001296;chr7;+;142478756;142482399;5;PRSS3P2;3643;PRSS3P2
NM_001135086;chr16;+;2848485;2855133;5;PRSS41;6648;PRSS41
NM_182702;chr3;-;46871893;46875585;5;PRSS42;3692;PRSS42
NM_199183;chr3;-;46783580;46786245;4;PRSS45;2665;PRSS45
NM_001205271;chr3;-;46761072;46777921;4;PRSS46;16849;PRSS46
NM_183375;chr4;+;152198324;152212605;5;PRSS48;14281;PRSS48
NM_013270;chr3;-;46753605;46759373;6;PRSS50;5768;PRSS50
NM_001039503;chr16;-;31094744;31100130;11;PRSS53;5386;PRSS53
NM_001080492;chr16;-;58313900;58328951;7;PRSS54;15051;PRSS54
NM_001197020;chr8;+;10383055;10411676;5;PRSS55;28621;PRSS55
NM_001195129;chr2;+;233385172;233390425;13;PRSS56;5253;PRSS56
NM_214710;chr19;-;685545;695461;5;PRSS57;9916;PRSS57
NM_001001317;chr7;-;141951957;141957878;6;PRSS58;5921;PRSS58
NM_002773;chr16;-;31142753;31147151;6;PRSS8;4398;PRSS8
NM_001282786;chr10;-;25137535;25241573;8;PRTFDC1;104038;PRTFDC1
NM_173814;chr15;-;55903738;56035177;20;PRTG;131439;PRTG
NM_002777;chr19;+;840984;848175;5;PRTN3;7191;PRTN3
NM_021222;chr1;+;150980972;151008189;8;PRUNE;27217;PRUNE
NM_015225;chr9;-;79226291;79521003;19;PRUNE2;294712;PRUNE2
NM_181882;chr19;-;40899670;40919271;7;PRX;19601;PRX
NM_004676;chrY;-;24217902;24242154;5;PRY;24252;PRY
NM_001002758;chrY;-;24217902;24242154;5;PRY2;24252;PRY2
NM_001042465;chr10;-;73576054;73611082;15;PSAP;35028;PSAP
NM_001085382;chr4;-;7432020;7436700;1;PSAPL1;4680;PSAPL1
NM_021154;chr9;+;80911990;80945009;8;PSAT1;33019;PSAT1
NR_033343;chr8;+;143751725;143764145;3;PSCA;12420;PSCA
NM_001270965;chr10;-;104162373;104179691;18;PSD;17318;PSD
NM_032289;chr5;+;139175405;139224048;15;PSD2;48643;PSD2
NM_015310;chr8;-;18384812;18871196;16;PSD3;486384;PSD3
NM_012455;chr2;+;113931559;113960677;17;PSD4;29118;PSD4
NM_007318;chr14;+;73603142;73690399;12;PSEN1;87257;PSEN1
NM_012486;chr1;+;227058272;227083804;13;PSEN2;25532;PSEN2
NM_172341;chr19;+;36236477;36238056;4;PSENEN;1579;PSENEN
NM_001184826;chr19;-;43370612;43383871;6;PSG1;13259;PSG1
NR_026824;chr19;-;43341148;43359870;7;PSG10P;18722;PSG10P
NM_002785;chr19;-;43511808;43530631;6;PSG11;18823;PSG11
NM_031246;chr19;-;43568361;43586893;6;PSG2;18532;PSG2
NM_021016;chr19;-;43225793;43244668;7;PSG3;18875;PSG3
NM_001276495;chr19;-;43696853;43709926;5;PSG4;13073;PSG4
NM_001130014;chr19;-;43671894;43690688;6;PSG5;18794;PSG5
NM_001031850;chr19;-;43406233;43422076;6;PSG6;15843;PSG6
NR_073194;chr19;-;43428283;43441330;6;PSG7;13047;PSG7
NM_001130168;chr19;-;43256838;43269831;5;PSG8;12993;PSG8
NM_002784;chr19;-;43757434;43773682;6;PSG9;16248;PSG9
NM_001128217;chr9;-;15464064;15511003;16;PSIP1;46939;PSIP1
NM_006742;chr16;+;67927174;67963581;3;PSKH1;36407;PSKH1
NM_033126;chr8;-;87060690;87081851;3;PSKH2;21161;PSKH2
NM_148976;chr11;-;14526421;14665180;11;PSMA1;138759;PSMA1
NM_002787;chr7;-;42956461;42971805;8;PSMA2;15344;PSMA2
NR_038123;chr14;+;58711522;58738727;10;PSMA3;27205;PSMA3
NM_002789;chr15;+;78832746;78841563;9;PSMA4;8817;PSMA4
NM_001199774;chr1;-;109941652;109969108;9;PSMA5;27456;PSMA5
NM_001282234;chr14;+;35747763;35786685;7;PSMA6;38922;PSMA6
NM_002792;chr20;-;60711782;60718514;7;PSMA7;6732;PSMA7
NM_001025097;chr18;+;23713815;23773319;7;PSMA8;59504;PSMA8
NM_002793;chr6;-;170844203;170862417;6;PSMB1;18214;PSMB1
NM_002801;chr16;-;67968406;67970780;8;PSMB10;2374;PSMB10
NM_001099780;chr14;+;23511375;23513269;1;PSMB11;1894;PSMB11
NM_002794;chr1;-;36065142;36107445;6;PSMB2;42303;PSMB2
NR_104194;chr17;+;36908965;36920484;5;PSMB3;11519;PSMB3
NM_002796;chr1;+;151372040;151374412;7;PSMB4;2372;PSMB4
NM_001130725;chr14;-;23495059;23504429;3;PSMB5;9370;PSMB5
NM_001270481;chr17;+;4699438;4701798;6;PSMB6;2360;PSMB6
NM_002799;chr9;-;127115743;127177752;8;PSMB7;62009;PSMB7
NM_004159;chr6;-;32808493;32812712;6;PSMB8;4219;PSMB8
NM_002800;chr6_cox_hap2;+;4266465;4272158;6;PSMB9;5693;PSMB9
NM_002802;chr14;+;90722893;90738966;11;PSMC1;16073;PSMC1
NM_002803;chr7;+;102987970;103009842;12;PSMC2;21872;PSMC2
NM_002804;chr11;-;47440319;47448024;12;PSMC3;7705;PSMC3
NM_013290;chr17;-;40724327;40729849;8;PSMC3IP;5522;PSMC3IP
NM_006503;chr19;+;40476911;40487671;11;PSMC4;10760;PSMC4
NM_002805;chr17;+;61904769;61909387;12;PSMC5;4618;PSMC5
NM_002806;chr14;+;53173895;53194716;14;PSMC6;20821;PSMC6
NR_034059;chr2;+;231921577;232037540;24;PSMD1;115963;PSMD1
NM_002814;chrX;-;107327434;107334874;5;PSMD10;7440;PSMD10
NM_001270482;chr17;+;30771480;30810337;13;PSMD11;38857;PSMD11
